Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
9/9/20,2/1/20,9/5/20,West Virginia,Unknown,85 years and over,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,West Virginia,Unknown,All Ages,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,West Virginia,All Sexes,All Ages,182,"12,412",888,60,58,"1,068",
9/9/20,2/1/20,9/5/20,Wisconsin,Male,Under 1 year,,112,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Wisconsin,Male,0-17 years,,190,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Wisconsin,Male,1-4 years,0,10,0,0,0,0,
9/9/20,2/1/20,9/5/20,Wisconsin,Male,5-14 years,0,33,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Wisconsin,Male,15-24 years,,237,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Wisconsin,Male,18-29 years,,383,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Wisconsin,Male,25-34 years,,470,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Wisconsin,Male,30-49 years,28,"1,229",31,,,60,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Wisconsin,Male,35-44 years,11,558,12,,,24,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Wisconsin,Male,45-54 years,37,"1,034",36,,,75,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Wisconsin,Male,50-64 years,102,"3,155",117,16,16,218,
9/9/20,2/1/20,9/5/20,Wisconsin,Male,55-64 years,79,"2,503",97,11,10,174,
9/9/20,2/1/20,9/5/20,Wisconsin,Male,65-74 years,154,"3,771",191,33,20,331,
9/9/20,2/1/20,9/5/20,Wisconsin,Male,75-84 years,157,"4,170",254,33,18,396,
9/9/20,2/1/20,9/5/20,Wisconsin,Male,85 years and over,154,"4,475",283,39,14,412,
9/9/20,2/1/20,9/5/20,Wisconsin,Male,All Ages,600,"17,373",880,125,79,"1,432",
9/9/20,2/1/20,9/5/20,Wisconsin,Female,Under 1 year,0,83,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Wisconsin,Female,0-17 years,0,142,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Wisconsin,Female,1-4 years,0,19,0,0,0,0,
9/9/20,2/1/20,9/5/20,Wisconsin,Female,5-14 years,0,27,0,0,0,0,
9/9/20,2/1/20,9/5/20,Wisconsin,Female,15-24 years,,90,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Wisconsin,Female,18-29 years,,163,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Wisconsin,Female,25-34 years,,204,,,,12,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Wisconsin,Female,30-49 years,16,660,21,,,43,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Wisconsin,Female,35-44 years,,312,11,,,20,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Wisconsin,Female,45-54 years,21,632,24,,,50,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Wisconsin,Female,50-64 years,64,"1,960",113,12,13,178,
9/9/20,2/1/20,9/5/20,Wisconsin,Female,55-64 years,50,"1,558",95,11,10,144,
9/9/20,2/1/20,9/5/20,Wisconsin,Female,65-74 years,98,"2,577",141,15,,232,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Wisconsin,Female,75-84 years,137,"3,818",187,21,19,322,
9/9/20,2/1/20,9/5/20,Wisconsin,Female,85 years and over,197,"7,062",335,32,22,522,
9/9/20,2/1/20,9/5/20,Wisconsin,Female,All Ages,516,"16,382",801,83,71,"1,305",
9/9/20,2/1/20,9/5/20,Wisconsin,Unknown,Under 1 year,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Wisconsin,Unknown,0-17 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Wisconsin,Unknown,1-4 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Wisconsin,Unknown,5-14 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Wisconsin,Unknown,15-24 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Wisconsin,Unknown,18-29 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Wisconsin,Unknown,25-34 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Wisconsin,Unknown,30-49 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Wisconsin,Unknown,35-44 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Wisconsin,Unknown,45-54 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Wisconsin,Unknown,50-64 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Wisconsin,Unknown,55-64 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Wisconsin,Unknown,65-74 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Wisconsin,Unknown,75-84 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Wisconsin,Unknown,85 years and over,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Wisconsin,Unknown,All Ages,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Wisconsin,All Sexes,All Ages,"1,116","33,755","1,681",208,150,"2,737",
9/9/20,2/1/20,9/5/20,Wyoming,Male,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Wyoming,Male,0-17 years,0,20,0,0,0,0,
9/9/20,2/1/20,9/5/20,Wyoming,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Wyoming,Male,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Wyoming,Male,15-24 years,0,23,0,0,0,0,
9/9/20,2/1/20,9/5/20,Wyoming,Male,18-29 years,0,46,0,0,0,0,
9/9/20,2/1/20,9/5/20,Wyoming,Male,25-34 years,0,65,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Wyoming,Male,30-49 years,,168,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Wyoming,Male,35-44 years,,81,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Wyoming,Male,45-54 years,,97,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Wyoming,Male,50-64 years,,289,10,,0,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Wyoming,Male,55-64 years,,244,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Wyoming,Male,65-74 years,,364,22,,,27,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Wyoming,Male,75-84 years,,360,24,,0,27,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Wyoming,Male,85 years and over,,334,22,0,0,23,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Wyoming,Male,All Ages,17,"1,581",85,,,97,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Wyoming,Female,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Wyoming,Female,0-17 years,0,12,0,0,0,0,
9/9/20,2/1/20,9/5/20,Wyoming,Female,1-4 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Wyoming,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Wyoming,Female,15-24 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Wyoming,Female,18-29 years,,19,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Wyoming,Female,25-34 years,,27,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Wyoming,Female,30-49 years,,68,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Wyoming,Female,35-44 years,0,24,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Wyoming,Female,45-54 years,,70,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Wyoming,Female,50-64 years,,176,13,0,,18,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Wyoming,Female,55-64 years,,136,,0,,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Wyoming,Female,65-74 years,,211,12,,,16,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Wyoming,Female,75-84 years,,326,32,0,0,34,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Wyoming,Female,85 years and over,,459,29,,,33,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Wyoming,Female,All Ages,16,"1,271",88,,,107,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Wyoming,Unknown,Under 1 year,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Wyoming,Unknown,0-17 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Wyoming,Unknown,1-4 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Wyoming,Unknown,5-14 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Wyoming,Unknown,15-24 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Wyoming,Unknown,18-29 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Wyoming,Unknown,25-34 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Wyoming,Unknown,30-49 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Wyoming,Unknown,35-44 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Wyoming,Unknown,45-54 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Wyoming,Unknown,50-64 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Wyoming,Unknown,55-64 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Wyoming,Unknown,65-74 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Wyoming,Unknown,75-84 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Wyoming,Unknown,85 years and over,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Wyoming,Unknown,All Ages,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Wyoming,All Sexes,All Ages,33,"2,852",173,11,,204,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Puerto Rico,Male,Under 1 year,0,36,0,0,0,0,
9/9/20,2/1/20,9/5/20,Puerto Rico,Male,0-17 years,0,60,0,0,0,0,
9/9/20,2/1/20,9/5/20,Puerto Rico,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Puerto Rico,Male,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Puerto Rico,Male,15-24 years,,107,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Puerto Rico,Male,18-29 years,,215,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Puerto Rico,Male,25-34 years,,219,,,,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Puerto Rico,Male,30-49 years,20,625,53,11,,63,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Puerto Rico,Male,35-44 years,,298,28,,0,31,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Puerto Rico,Male,45-54 years,19,556,49,,,63,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Puerto Rico,Male,50-64 years,42,"1,409",156,22,,184,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Puerto Rico,Male,55-64 years,31,"1,080",126,17,,145,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Puerto Rico,Male,65-74 years,61,"1,919",255,43,,277,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Puerto Rico,Male,75-84 years,61,"2,350",325,36,,355,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Puerto Rico,Male,85 years and over,41,"2,005",269,26,,289,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Puerto Rico,Male,All Ages,227,"8,583","1,063",140,24,"1,173",
9/9/20,2/1/20,9/5/20,Puerto Rico,Female,Under 1 year,0,35,0,0,0,0,
9/9/20,2/1/20,9/5/20,Puerto Rico,Female,0-17 years,,50,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Puerto Rico,Female,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Puerto Rico,Female,5-14 years,,,0,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Puerto Rico,Female,15-24 years,,28,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Puerto Rico,Female,18-29 years,,53,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Puerto Rico,Female,25-34 years,,62,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Puerto Rico,Female,30-49 years,,260,26,0,,32,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Puerto Rico,Female,35-44 years,,118,,0,0,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Puerto Rico,Female,45-54 years,,293,34,,,42,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Puerto Rico,Female,50-64 years,28,809,99,17,,115,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Puerto Rico,Female,55-64 years,21,625,80,14,,91,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
